"","line","section_name","section_artist","song_name","artist_name","song_id"
"706","All the stars are by your side","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"707","This bright light","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"708","Does shine from within you","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"709","Inside life does thrive","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"710","And those that ridicule never know","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"711","Just as water turns to snow","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"712","What is above so is below","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"713","In time we learn to heal thе cells","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"714","We can cure oursеlves","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"715","Use this healing energy","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"716","Form a holy trinity","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"717","This is the knowledge that we have been searching for","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"718","The barriers will fall","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"719","Rise to heights","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"720","Those who seek will know","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"721","All shadows will flee, go with the flow of life","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"722","Those who seek will see","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"723","Endlessly","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"724","Balance and harmony","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"725","As above so below","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"726","Wise do search as fools emerge","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"727","Don't fear the ones that judge you","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"728","All you find they will deny","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"729","Trust your heart as it's the way","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"730","Refine the finest diamond","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"731","Look inside, you are divine","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"732","This bright light","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"733","Does shine from within you","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"734","Inside life does thrive","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"735","And those that ridicule never know","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"736","Just as water turns to snow","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"737","What is above so is below","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"738","In time we learn to heal the cells","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"739","We can cure ourselves","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"740","Use this healing energy","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"741","Form a holy trinity","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"742","This is the knowledge that we have been searching for","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"743","The barriers will fall","II. Sri Yantra","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"744","Deep within the heart of Earth lie","III. Halls of Amenti","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"745","Veiled for men, the Halls of Amenti","III. Halls of Amenti","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"746","We all are divided by space-time","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"747","Our duality","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"748","We all fall apart in this lifetime","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"749","Together we stand strong","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"750","Together we are one (We are one)","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"751","Wherever we will go","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"752","Energy does flow","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"753","Energy does flow","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"754","We all are united by nature","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"755","Our coherency","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"756","We all are a part of each other","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"757","Together we stand strong","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"758","Together we are one","IV. Duality","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"759","As we linger towards our final breath (Final breath)","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"760","Forge yourself, be ready for the moment of your death","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"761","I","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"762","Collide","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"763","Darkness dies in light","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"764","Embrace your final breath","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"765","Navigate beyond your death","V. The Chikhai Bardo - Navigating the Afterlife Realms","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"766","Rise, perceive and do believe","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"767","That wisdom lies within you","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"768","All what's lost can be retrieved","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"769","This bright light","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"770","Does shine from within you","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"771","Inside life does thrive","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"772","And those that ridicule never know","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"773","Just as water turns to snow","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"774","What is above so is below","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"775","In time we learn to heal the cells","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"776","We can cure ourselves","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"777","Use this healing energy","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"778","Form a holy trinity","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"779","This is the knowledge that we have been searching for","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"780","Just as water turns to snow","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"781","What is above so is below","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"782","In time we learn to heal the cells","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"783","Use this healing energy","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"784","Form a holy trinity","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"785","This is the knowledge that we have been searching for","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"786","The barriers will fall","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"787","May thy kingdom come","VI. The Flower of Life - The Cosmic Spiral","Epica","The Antediluvian Universe (”Kingdom of Heaven - Part III”)","Epica",6041739
"788","Become one with imagination","Become one with imagination","Epica","Rivers","Epica",6041740
"789","No more fairytales (No more fairytales)","Become one with imagination","Epica","Rivers","Epica",6041740
"790","Our souls will unite together","Become one with imagination","Epica","Rivers","Epica",6041740
"791","We will lift the veil (Lift the veil)","Become one with imagination","Epica","Rivers","Epica",6041740
"792","Your touch has turned to stone","Become one with imagination","Epica","Rivers","Epica",6041740
"793","No fire in your bones","Become one with imagination","Epica","Rivers","Epica",6041740
"794","It's time to leave the past behind","Become one with imagination","Epica","Rivers","Epica",6041740
"795","The road is never-ending","Become one with imagination","Epica","Rivers","Epica",6041740
"796","All dreams will start ascending","Become one with imagination","Epica","Rivers","Epica",6041740
"797","Beyond the boundaries of the mind","Become one with imagination","Epica","Rivers","Epica",6041740
"798","Break loose from the chains","Become one with imagination","Epica","Rivers","Epica",6041740
"799","Rise above the waves","Become one with imagination","Epica","Rivers","Epica",6041740
"800","Fighting in the darknеss","Become one with imagination","Epica","Rivers","Epica",6041740
"801","Dancing in the light","Become one with imagination","Epica","Rivers","Epica",6041740
"802","Break out of your cage","Become one with imagination","Epica","Rivers","Epica",6041740
"803","Turn anothеr page","Become one with imagination","Epica","Rivers","Epica",6041740
"804","Drowning in the river","Become one with imagination","Epica","Rivers","Epica",6041740
"805","Swim against the tide of life","Become one with imagination","Epica","Rivers","Epica",6041740
"806","Holding tight to the ever after","Become one with imagination","Epica","Rivers","Epica",6041740
"807","Living for a sign (Living for a sign)","Become one with imagination","Epica","Rivers","Epica",6041740
"808","To survive raging storms together","Become one with imagination","Epica","Rivers","Epica",6041740
"809","Through the eye of time (Through the eye of time)","Become one with imagination","Epica","Rivers","Epica",6041740
"810","The eye shows no reflection","Become one with imagination","Epica","Rivers","Epica",6041740
"811","No dreams without inception","Become one with imagination","Epica","Rivers","Epica",6041740
"812","Exists within oceans of time","Become one with imagination","Epica","Rivers","Epica",6041740
"813","Break loose from the chains","Become one with imagination","Epica","Rivers","Epica",6041740
"814","Rise above the waves","Become one with imagination","Epica","Rivers","Epica",6041740
"815","Fighting in the darkness","Become one with imagination","Epica","Rivers","Epica",6041740
"816","Dancing in the light","Become one with imagination","Epica","Rivers","Epica",6041740
"817","Break out of your cage","Become one with imagination","Epica","Rivers","Epica",6041740
"818","Turn another page","Become one with imagination","Epica","Rivers","Epica",6041740
"819","Drowning in the river","Become one with imagination","Epica","Rivers","Epica",6041740
"820","Swim against the tide of life","Become one with imagination","Epica","Rivers","Epica",6041740
"821","The coil in which we're living","Become one with imagination","Epica","Rivers","Epica",6041740
"822","Is no more than a prison","Become one with imagination","Epica","Rivers","Epica",6041740
"823","The scheme of life became deranged","Become one with imagination","Epica","Rivers","Epica",6041740
"824","Dark clouds with silver linings","Become one with imagination","Epica","Rivers","Epica",6041740
"825","Attain the mysteries of shadow and shine","Become one with imagination","Epica","Rivers","Epica",6041740
"826","Break loose from the chains","Become one with imagination","Epica","Rivers","Epica",6041740
"827","Rise above the waves","Become one with imagination","Epica","Rivers","Epica",6041740
"828","Fighting in the darkness","Become one with imagination","Epica","Rivers","Epica",6041740
"829","Dancing in the light","Become one with imagination","Epica","Rivers","Epica",6041740
"830","Break out of your cage","Become one with imagination","Epica","Rivers","Epica",6041740
"831","Turn another page","Become one with imagination","Epica","Rivers","Epica",6041740
"832","Drowning in the river","Become one with imagination","Epica","Rivers","Epica",6041740
"833","Swim against the tide of life","Become one with imagination","Epica","Rivers","Epica",6041740
"834","Rise up from the fire, take back all authority","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"835","Let go of all that holds you down","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"836","Made up enemies imprison your identity","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"837","And soon your soul turns into stone","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"838","Start from within","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"839","This is the day we begin to break away","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"840","(Face the storm and break) Away","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"841","(Set the course and) Find your way","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"842","(Realize it's time) To change your point of view and rise","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"843","Your time has come, synergize now","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"844","In the dead of night your heart keeps pounding in your chest","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"845","The monster sleeping by your side","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"846","Stealing sanity from your manic manifest","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"847","There's no placе left for you to hide","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"848","Start from within","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"849","This is the day wе begin to break away","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"850","(Face the storm and break) Away","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"851","(Set the course and) Find your way","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"852","(Realize it's time) To change your point of view and rise","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"853","Your time has come, synergize now","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"854","Revise, arise from the lows","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"855","It's time to come out of your cage","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"856","Live in shadows","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"857","There's nowhere left to hide","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"858","Your sorrow, all time is by your side","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"859","Revise, arise from the lows","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"860","It's time to let go of your rage and rise","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"861","Start from within","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"862","Feel free of what holds you down","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"863","This is the day we begin to break away","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"864","(Face the storm and break) Away","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"865","(Set the course and) Find your way","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"866","(Realize it's time) To change your point of view and rise","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"867","Your time has come, synergize now","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"868","Don't take all our time for granted","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"869","It could all be gone tomorrow","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"870","Do not drown your pain in sorrow","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"871","Try to live today","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"872","Rise, rise from the lows, rise","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"873","Rise, rise from below, rise","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"874","Light as a feather, all worries gone","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"875","My soul yearns to be free","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"876","I'm wandering towards the sun","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"877","Lost in mourning, my heart is longing","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"878","Living in a paradox of synergy","Rise up from the fire, take back all authority","Epica","Synergize - Manic Manifest","Epica",6041741
"879","Time is on my side again","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"880","Move on forever","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"881","As you beam your rays of light","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"882","I feel your presence","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"883","Without seeing you","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"884","I will listen for the sound","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"885","Without any clue","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"886","I'll have you all around","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"887","Wait for the token","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"888","A vision or a sign","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"889","The ties shall all be broken","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"890","When you free yourself from madness","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"891","Justify the demons in your mind","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"892","When they will show no mercy","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"893","Justify the angels by their side","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"894","In a twilight rivalry","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"895","Defy the laws of humankind","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"896","For they will keep you dreaming","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"897","Dwell inside a twilight reverie","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"898","Life evolvеs in many ways","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"899","Reach on forever","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"900","As thе answers will emerge","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"901","I feel your essence","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"902","Without hearing you","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"903","And the thousand miles apart","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"904","Without any clue","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"905","I'll find you in my heart","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"906","Wait for the token","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"907","A vision or a sign","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"908","The tide shall all be broken","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"909","When you free yourself from darkness","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"910","Justify the demons in your mind","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"911","When they will show no mercy","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"912","Justify the angels by their side","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"913","In a twilight rivalry","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"914","Defy the laws of humankind","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"915","For they will keep you dreaming","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"916","Dwell inside a twilight reverie","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"917","The monsters emerged like the light of day","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"918","With the pace that they rose, so, too, did they fade","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"919","Breathe a conscious breath now","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"920","Rest, inhale","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"921","Recharge yourself","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"922","With pure rapture","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"923","Justify the demons in your mind","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"924","When they will shout, ""No mercy""","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"925","Justify the angels by their side","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"926","In a twilight reverie","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"927","Defy the laws of humankind","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"928","For they will keep you dreaming","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"929","Seek and find the life tree","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"930","Our remedy","Time is on my side again","Epica","Twilight Reverie - The Hypnagogic State","Epica",6041742
"931","Enigmas of the universe","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"932","Cannot be known without a search","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"933","We will find out that all roads lead to Om","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"934","To know the wonder of the soul","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"935","We should go with the cosmic flow","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"936","Life is a labyrinth","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"937","Find your way home","Verse 1","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"938","Rise with me","Mark Jansen","Epica","Omega - Sovereign of the Sun Spheres","Epica",6041743
"939","Transcend the shifting maze","Mark Jansen","Epica","Omega - Sovereign of the Sun Spheres","Epica",6041743
"940","Day and night","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"941","We hunt for answers hiding deep inside","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"942","Dark and light","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"943","These are the ends we can't unite","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"944","(We can't unite)","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"945","Black and white","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"946","Will free the way for us to see","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"947","That we are dancing in duality","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"948","Expose the corners of the mind","Verse 2","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"949","To scour edges of the sky","Verse 2","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"950","But don't fly higher than you dare to fall","Verse 2","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"951","The truth lies buried under dark","Verse 2","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"952","Yet souls do rise from cosmic heart","Verse 2","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"953","A brush of red and white, celestial art","Verse 2","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"954","Rise with me","Mark Jansen","Epica","Omega - Sovereign of the Sun Spheres","Epica",6041743
"955","Before the end of days","Mark Jansen","Epica","Omega - Sovereign of the Sun Spheres","Epica",6041743
"956","Day and night","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"957","We hunt for answers hiding deep inside","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"958","Dark and light","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
"959","These are the ends we can't unite","Chorus","Simone Simons","Omega - Sovereign of the Sun Spheres","Epica",6041743
